edge_id	executable	legacy_source	kind	legacy_targets	legacy_continuation	operation	native_function	native_test_or_fixture	status	prerequisites
edge-1098	yt.exe	YT:1A51	native-call	YT-SUB:1C05	YT:1A56	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1099	yt.exe	YT:1A69	native-call	YT-SUB:1B9C	YT:1A6E	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1100	yt.exe	YT:1A7A	gosub	YT:0317	YT:1A7F	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1101	yt.exe	YT:1A88	gosub	YT:02FC	YT:1A8D	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1102	yt.exe	YT:1A96	gosub	YT:02FC	YT:1A9B	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1103	yt.exe	YT:1AA4	gosub	YT:02FC	YT:1AA9	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1104	yt.exe	YT:1AB2	gosub	YT:02FC	YT:1AB7	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1105	yt.exe	YT:1AC0	gosub	YT:02FC	YT:1AC5	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1106	yt.exe	YT:1ACE	gosub	YT:02FC	YT:1AD3	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1107	yt.exe	YT:1AD3	jump	YT:1659		e983fb jmp 0x1659	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1108	yt.exe	YT:1AD7	gosub	YT:1286	YT:1ADC	3F:58 GOSUB	src/yt_session.c::{command_shell,session_quit_confirm,quit_session}	tests/test_presentation.c::{test_main_quit_cancel_presentation,test_main_quit_accept_handoff_presentation,test_normal_exit_tail_presentation}; tests/test_input_model.c::test_yes_no_candidate	candidate	first-byte main Q including trailing text enters the shared helper; exact ANSI/plain Qjunk cancellation suffixes and the accepted 92/72-byte entry-prompt/Q/helper prefix through line-count-zero/14:59 normal-exit handoff are represented; add full raw entry hydration, invalid retry/typeahead, carrier/endpoints and every failure prefix
edge-1109	yt.exe	YT:1ADC	jump	YT:1659		e97afb jmp 0x1659	src/yt_session.c::{command_shell,session_quit_confirm,reload_player}	tests/test_presentation.c::test_main_quit_cancel_presentation	candidate	N/blank cancellation returns to the fresh main-prompt lane with no extra Quit bytes, pinned in ANSI/plain suffixes; add authoritative A41C/FIELD/queue state and failures
edge-1110	yt.exe	YT:1AE0	gosub	YT:A89B	YT:1AE5	3F:58 GOSUB	src/yt_session.c::{command_shell,command_move,fresh_no_turn_gate,dangerous_destination,finalize_action,reload_player,session_0317,session_031f,session_036f,session_02db,session_a8d2,session_present_text}; src/yt_game.c::{yt_movement_warp_row,yt_movement_confirmation_prompt,yt_movement_player_overlay}	tests/test_score.c::check_movement_model; tests/test_presentation.c::test_movement_presentation; tests/test_input_model.c::{test_numeric_response,test_yes_no_candidate}; upstream tests/test_ytmain_movement_output.py (24 cases) and tests/test_ytmain_movement_cycle_output.py (15 cases)	candidate	exact movement predicate/output/overlay and active-main continuation owners are mapped; add complete injected raw FIELD/cache/RNG/queue/finalizer/router transaction, every failure prefix and physical endpoint fixture
edge-1111	yt.exe	YT:1AED	conditional	YT:1AF2	YT:1AEF	7503 jnz 0x1af2	src/yt_session.c::{command_shell,command_move,fresh_no_turn_gate,dangerous_destination,finalize_action,reload_player,session_0317,session_031f,session_036f,session_02db,session_a8d2,session_present_text}; src/yt_game.c::{yt_movement_warp_row,yt_movement_confirmation_prompt,yt_movement_player_overlay}	tests/test_score.c::check_movement_model; tests/test_presentation.c::test_movement_presentation; tests/test_input_model.c::{test_numeric_response,test_yes_no_candidate}; upstream tests/test_ytmain_movement_output.py (24 cases) and tests/test_ytmain_movement_cycle_output.py (15 cases)	candidate	exact movement predicate/output/overlay and active-main continuation owners are mapped; add complete injected raw FIELD/cache/RNG/queue/finalizer/router transaction, every failure prefix and physical endpoint fixture
edge-1112	yt.exe	YT:1AEF	jump	YT:1AF5		e90300 jmp 0x1af5	src/yt_session.c::{command_shell,command_move,fresh_no_turn_gate,dangerous_destination,finalize_action,reload_player,session_0317,session_031f,session_036f,session_02db,session_a8d2,session_present_text}; src/yt_game.c::{yt_movement_warp_row,yt_movement_confirmation_prompt,yt_movement_player_overlay}	tests/test_score.c::check_movement_model; tests/test_presentation.c::test_movement_presentation; tests/test_input_model.c::{test_numeric_response,test_yes_no_candidate}; upstream tests/test_ytmain_movement_output.py (24 cases) and tests/test_ytmain_movement_cycle_output.py (15 cases)	candidate	exact movement predicate/output/overlay and active-main continuation owners are mapped; add complete injected raw FIELD/cache/RNG/queue/finalizer/router transaction, every failure prefix and physical endpoint fixture
edge-1113	yt.exe	YT:1AF2	jump	YT:1659		e964fb jmp 0x1659	src/yt_session.c::{command_shell,command_move,fresh_no_turn_gate,dangerous_destination,finalize_action,reload_player,session_0317,session_031f,session_036f,session_02db,session_a8d2,session_present_text}; src/yt_game.c::{yt_movement_warp_row,yt_movement_confirmation_prompt,yt_movement_player_overlay}	tests/test_score.c::check_movement_model; tests/test_presentation.c::test_movement_presentation; tests/test_input_model.c::{test_numeric_response,test_yes_no_candidate}; upstream tests/test_ytmain_movement_output.py (24 cases) and tests/test_ytmain_movement_cycle_output.py (15 cases)	candidate	exact movement predicate/output/overlay and active-main continuation owners are mapped; add complete injected raw FIELD/cache/RNG/queue/finalizer/router transaction, every failure prefix and physical endpoint fixture
edge-1114	yt.exe	YT:1B04	jump	YT:1B4C		e94500 jmp 0x1b4c	src/yt_session.c::{command_shell,command_move,fresh_no_turn_gate,dangerous_destination,finalize_action,reload_player,session_0317,session_031f,session_036f,session_02db,session_a8d2,session_present_text}; src/yt_game.c::{yt_movement_warp_row,yt_movement_confirmation_prompt,yt_movement_player_overlay}	tests/test_score.c::check_movement_model; tests/test_presentation.c::test_movement_presentation; tests/test_input_model.c::{test_numeric_response,test_yes_no_candidate}; upstream tests/test_ytmain_movement_output.py (24 cases) and tests/test_ytmain_movement_cycle_output.py (15 cases)	candidate	exact movement predicate/output/overlay and active-main continuation owners are mapped; add complete injected raw FIELD/cache/RNG/queue/finalizer/router transaction, every failure prefix and physical endpoint fixture
edge-1115	yt.exe	YT:1B1B	conditional	YT:1B20	YT:1B1D	7503 jnz 0x1b20	src/yt_session.c::{command_shell,command_move,fresh_no_turn_gate,dangerous_destination,finalize_action,reload_player,session_0317,session_031f,session_036f,session_02db,session_a8d2,session_present_text}; src/yt_game.c::{yt_movement_warp_row,yt_movement_confirmation_prompt,yt_movement_player_overlay}	tests/test_score.c::check_movement_model; tests/test_presentation.c::test_movement_presentation; tests/test_input_model.c::{test_numeric_response,test_yes_no_candidate}; upstream tests/test_ytmain_movement_output.py (24 cases) and tests/test_ytmain_movement_cycle_output.py (15 cases)	candidate	exact movement predicate/output/overlay and active-main continuation owners are mapped; add complete injected raw FIELD/cache/RNG/queue/finalizer/router transaction, every failure prefix and physical endpoint fixture
edge-1116	yt.exe	YT:1B1D	jump	YT:1B43		e92300 jmp 0x1b43	src/yt_session.c::{command_shell,command_move,fresh_no_turn_gate,dangerous_destination,finalize_action,reload_player,session_0317,session_031f,session_036f,session_02db,session_a8d2,session_present_text}; src/yt_game.c::{yt_movement_warp_row,yt_movement_confirmation_prompt,yt_movement_player_overlay}	tests/test_score.c::check_movement_model; tests/test_presentation.c::test_movement_presentation; tests/test_input_model.c::{test_numeric_response,test_yes_no_candidate}; upstream tests/test_ytmain_movement_output.py (24 cases) and tests/test_ytmain_movement_cycle_output.py (15 cases)	candidate	exact movement predicate/output/overlay and active-main continuation owners are mapped; add complete injected raw FIELD/cache/RNG/queue/finalizer/router transaction, every failure prefix and physical endpoint fixture
